person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
34,male,Associate,16306600%,1100%,MORTGAGE,1500000%,MEDICAL,542%,9%,6,664,Yes,0%
31,male,Master,19303000%,1000%,RENT,360000%,VENTURE,1523%,2%,9,662,Yes,0%
27,female,Bachelor,6079300%,600%,MORTGAGE,400000%,DEBTCONSOLIDATION,1101%,7%,6,644,No,0%
29,male,High School,7565200%,300%,RENT,900000%,DEBTCONSOLIDATION,1101%,12%,7,606,Yes,0%
33,female,High School,2611500%,1300%,OWN,775000%,HOMEIMPROVEMENT,1183%,30%,7,631,Yes,0%
32,male,Master,4898100%,1200%,MORTGAGE,750000%,VENTURE,599%,15%,8,689,No,0%
29,female,High School,4923000%,700%,RENT,700000%,VENTURE,1491%,14%,8,621,No,100%
30,male,Bachelor,16891900%,900%,MORTGAGE,1500000%,HOMEIMPROVEMENT,1635%,9%,5,696,Yes,0%
32,female,Master,7298900%,1100%,MORTGAGE,600000%,MEDICAL,662%,8%,5,653,No,0%
33,female,Master,8358600%,900%,RENT,700000%,VENTURE,800%,8%,10,542,No,0%
35,female,Master,9472700%,1000%,MORTGAGE,1000000%,PERSONAL,654%,11%,5,689,No,0%
31,male,Bachelor,4159900%,700%,MORTGAGE,1525000%,MEDICAL,1253%,37%,8,674,Yes,0%
34,male,Bachelor,3922600%,900%,MORTGAGE,227500%,HOMEIMPROVEMENT,617%,6%,10,603,Yes,0%
30,female,Master,3453300%,600%,RENT,1200000%,DEBTCONSOLIDATION,1422%,35%,8,615,No,100%
28,male,Bachelor,5870600%,600%,MORTGAGE,300000%,VENTURE,1199%,5%,6,658,No,0%
28,female,Associate,9487200%,600%,MORTGAGE,2000000%,MEDICAL,1101%,21%,5,659,No,100%
29,male,Bachelor,9602200%,500%,MORTGAGE,800000%,DEBTCONSOLIDATION,542%,8%,5,560,Yes,0%
27,female,Doctorate,5964500%,500%,RENT,1200000%,EDUCATION,1253%,20%,8,671,No,0%
33,male,Bachelor,12484600%,900%,MORTGAGE,600000%,DEBTCONSOLIDATION,1101%,5%,8,715,No,0%
29,male,Bachelor,10976300%,400%,MORTGAGE,1000000%,DEBTCONSOLIDATION,1221%,9%,7,695,Yes,0%
34,female,Master,2282200%,1300%,RENT,150000%,DEBTCONSOLIDATION,1148%,7%,8,681,No,100%
29,male,Associate,3522100%,800%,RENT,400000%,EDUCATION,1059%,11%,8,665,Yes,0%
28,female,Doctorate,5121400%,800%,MORTGAGE,1000000%,HOMEIMPROVEMENT,1075%,20%,6,714,No,0%
30,female,High School,11395300%,800%,MORTGAGE,1000000%,DEBTCONSOLIDATION,1427%,9%,10,621,Yes,0%
27,male,Associate,21694400%,600%,MORTGAGE,800000%,PERSONAL,1323%,4%,9,680,Yes,0%
33,female,Bachelor,8731100%,1500%,MORTGAGE,660000%,HOMEIMPROVEMENT,1101%,8%,9,613,Yes,0%
27,female,Associate,5525700%,700%,RENT,760000%,MEDICAL,1459%,14%,7,659,No,100%
33,male,Bachelor,7145500%,800%,RENT,300000%,VENTURE,1149%,4%,5,716,No,0%
35,male,High School,6048100%,1300%,RENT,700000%,PERSONAL,1149%,12%,9,664,Yes,0%
31,female,Associate,7268200%,1100%,MORTGAGE,1940000%,VENTURE,1853%,27%,10,622,Yes,0%
28,female,Master,4911600%,300%,RENT,900000%,MEDICAL,1253%,18%,8,708,Yes,0%
29,male,Associate,2127700%,500%,RENT,275000%,HOMEIMPROVEMENT,1484%,13%,6,528,No,100%
27,male,Master,6841200%,500%,RENT,1000000%,HOMEIMPROVEMENT,1136%,15%,10,685,No,0%
34,male,Master,4673900%,1100%,OWN,1000000%,HOMEIMPROVEMENT,894%,21%,9,701,No,0%
30,female,Master,6455100%,700%,RENT,1400000%,DEBTCONSOLIDATION,1528%,22%,10,656,No,100%
32,female,Associate,4916900%,900%,RENT,717500%,MEDICAL,1299%,15%,6,637,Yes,0%
29,female,Bachelor,57734700%,300%,MORTGAGE,650000%,DEBTCONSOLIDATION,542%,1%,9,686,No,0%
30,female,Master,8516100%,700%,MORTGAGE,1000000%,VENTURE,1025%,12%,8,546,Yes,0%
30,male,High School,9712000%,800%,MORTGAGE,600000%,EDUCATION,1417%,6%,9,632,Yes,0%
29,female,Bachelor,3455200%,300%,RENT,857500%,EDUCATION,1942%,25%,10,658,No,100%
32,female,High School,11129100%,800%,MORTGAGE,840000%,MEDICAL,1599%,8%,9,602,No,100%
35,male,Bachelor,10475500%,1700%,OWN,1800000%,PERSONAL,1101%,17%,9,630,Yes,0%
30,male,Master,11595200%,700%,MORTGAGE,800000%,MEDICAL,699%,7%,8,690,No,0%
28,female,Bachelor,6557000%,500%,RENT,1200000%,HOMEIMPROVEMENT,1531%,18%,6,639,No,100%
29,male,Bachelor,3106800%,900%,OWN,1000000%,VENTURE,1349%,32%,6,575,Yes,0%
27,female,Master,5596900%,400%,MORTGAGE,300000%,DEBTCONSOLIDATION,699%,5%,5,669,Yes,0%
27,female,Doctorate,4870500%,500%,RENT,1000000%,VENTURE,1101%,21%,10,666,No,0%
33,female,Bachelor,9169400%,900%,RENT,2000000%,MEDICAL,1758%,22%,8,655,No,100%
27,female,Master,7746000%,600%,MORTGAGE,2000000%,DEBTCONSOLIDATION,654%,26%,5,741,No,0%
28,male,High School,6097900%,600%,MORTGAGE,900000%,MEDICAL,1101%,15%,10,670,No,0%
33,male,Associate,1794500%,1200%,RENT,480000%,MEDICAL,676%,27%,7,537,No,100%
35,female,Bachelor,14499500%,1300%,RENT,1200000%,VENTURE,1099%,8%,5,661,Yes,0%
33,female,Associate,3733300%,900%,RENT,650000%,DEBTCONSOLIDATION,849%,17%,10,697,Yes,0%
28,female,Bachelor,6089000%,400%,RENT,1620000%,HOMEIMPROVEMENT,1399%,27%,6,581,No,100%
27,male,Bachelor,10218700%,500%,MORTGAGE,700000%,DEBTCONSOLIDATION,729%,7%,10,600,No,0%
28,male,Master,6101100%,400%,RENT,300000%,EDUCATION,1037%,5%,9,635,Yes,0%
28,female,Associate,9453700%,800%,RENT,1200000%,PERSONAL,1062%,13%,6,627,Yes,0%
27,male,Bachelor,7340100%,200%,RENT,1000000%,VENTURE,1062%,14%,10,662,Yes,0%
28,female,Bachelor,4170000%,800%,RENT,500000%,PERSONAL,790%,12%,5,635,No,100%
35,male,Associate,9685200%,1400%,OWN,1500000%,VENTURE,1599%,15%,5,677,Yes,0%
28,male,Bachelor,25969400%,900%,MORTGAGE,2100000%,HOMEIMPROVEMENT,1199%,8%,6,678,Yes,0%
27,male,High School,14496100%,400%,MORTGAGE,1600000%,VENTURE,1221%,11%,5,547,Yes,0%
34,female,Bachelor,16301900%,1100%,MORTGAGE,800000%,VENTURE,932%,5%,5,678,No,0%
28,male,Master,14487800%,500%,MORTGAGE,1440000%,MEDICAL,1074%,10%,7,686,Yes,0%
27,female,Master,15333400%,500%,MORTGAGE,2100000%,VENTURE,1099%,14%,5,658,Yes,0%
27,female,Bachelor,11132900%,400%,MORTGAGE,1800000%,EDUCATION,1148%,16%,8,643,No,0%
31,female,Bachelor,6924200%,800%,RENT,900000%,MEDICAL,1533%,13%,6,659,No,100%
28,female,Associate,15119100%,900%,MORTGAGE,500000%,PERSONAL,1199%,3%,5,705,No,100%
29,male,Associate,4452200%,600%,MORTGAGE,1400000%,PERSONAL,1427%,31%,10,680,Yes,0%
30,female,Bachelor,10921700%,500%,MORTGAGE,1800000%,PERSONAL,849%,16%,7,565,Yes,0%
29,male,High School,4912300%,700%,OWN,500000%,MEDICAL,542%,10%,5,629,Yes,0%
29,female,Bachelor,6094000%,500%,MORTGAGE,357500%,HOMEIMPROVEMENT,1149%,6%,6,676,Yes,0%
27,male,Bachelor,12617700%,500%,RENT,1500000%,EDUCATION,1677%,12%,6,650,Yes,0%
33,male,Associate,11860000%,900%,RENT,2000000%,HOMEIMPROVEMENT,691%,17%,7,686,No,0%
29,female,Associate,4568700%,200%,MORTGAGE,300000%,PERSONAL,1682%,7%,7,530,Yes,0%
28,male,Associate,15090300%,700%,MORTGAGE,800000%,MEDICAL,1114%,5%,6,520,Yes,0%
29,female,Bachelor,17147300%,600%,OWN,2425000%,PERSONAL,1148%,14%,8,625,Yes,0%
27,female,Bachelor,15057600%,300%,MORTGAGE,800000%,DEBTCONSOLIDATION,676%,5%,6,642,Yes,0%
34,female,Bachelor,4735800%,1400%,MORTGAGE,240000%,DEBTCONSOLIDATION,890%,5%,6,649,Yes,0%
28,male,Bachelor,7903900%,800%,MORTGAGE,1000000%,HOMEIMPROVEMENT,749%,13%,7,685,No,0%
34,male,Doctorate,6705700%,1400%,MORTGAGE,700000%,EDUCATION,1349%,10%,7,743,No,0%
34,male,High School,8525600%,1100%,RENT,600000%,DEBTCONSOLIDATION,1189%,7%,7,625,Yes,0%
27,female,High School,8722300%,900%,MORTGAGE,600000%,EDUCATION,542%,7%,6,652,No,0%
27,male,High School,17012700%,400%,MORTGAGE,645000%,VENTURE,599%,4%,6,661,No,0%
28,female,Associate,6919400%,600%,MORTGAGE,1230000%,MEDICAL,788%,18%,8,587,Yes,0%
34,female,Bachelor,5117300%,1200%,RENT,1882500%,MEDICAL,790%,37%,9,631,No,100%
31,male,Associate,9081700%,1000%,MORTGAGE,1380000%,DEBTCONSOLIDATION,1101%,15%,9,584,Yes,0%
30,female,Bachelor,12093200%,500%,RENT,100000%,PERSONAL,1171%,1%,6,655,No,0%
29,male,Associate,6995700%,700%,RENT,600000%,EDUCATION,991%,9%,5,679,Yes,0%
28,female,Bachelor,8717900%,600%,MORTGAGE,1600000%,VENTURE,1595%,18%,5,671,Yes,0%
31,female,Bachelor,4882400%,900%,RENT,240000%,EDUCATION,1101%,5%,10,643,Yes,0%
33,female,Bachelor,2966400%,1100%,RENT,200000%,DEBTCONSOLIDATION,1435%,7%,8,741,No,0%
32,female,Associate,2632300%,800%,RENT,1000000%,VENTURE,1101%,38%,10,658,No,100%
27,male,Associate,13350000%,600%,MORTGAGE,360000%,HOMEIMPROVEMENT,603%,3%,5,691,No,0%
30,female,Associate,3041300%,700%,RENT,500000%,MEDICAL,691%,16%,7,627,No,0%
28,female,Associate,3658100%,1000%,MORTGAGE,1050000%,VENTURE,894%,29%,8,572,Yes,0%
30,male,Bachelor,6315700%,500%,MORTGAGE,320000%,PERSONAL,699%,5%,5,686,No,0%
29,female,Associate,14511100%,200%,MORTGAGE,625000%,DEBTCONSOLIDATION,1253%,4%,9,507,Yes,0%
32,male,Associate,13423300%,900%,MORTGAGE,1040000%,HOMEIMPROVEMENT,991%,8%,7,597,No,0%
27,female,Associate,5824900%,500%,OWN,750000%,VENTURE,1347%,13%,6,687,No,0%
30,male,Associate,10918900%,800%,RENT,1800000%,DEBTCONSOLIDATION,894%,16%,7,585,Yes,0%
31,female,High School,10094000%,800%,MORTGAGE,1000000%,MEDICAL,1101%,10%,5,662,No,100%
31,male,High School,9369500%,1000%,RENT,1000000%,EDUCATION,1649%,11%,7,548,Yes,0%
33,male,Associate,11734700%,1000%,RENT,700000%,EDUCATION,1298%,6%,8,689,No,0%
27,male,Associate,6939800%,800%,RENT,800000%,EDUCATION,1629%,12%,5,644,No,0%
30,male,Bachelor,4920200%,500%,RENT,250000%,VENTURE,579%,5%,8,689,No,0%
31,male,Bachelor,3581500%,800%,RENT,1507500%,HOMEIMPROVEMENT,1101%,42%,7,517,No,100%
35,male,Associate,12856600%,1300%,MORTGAGE,832500%,VENTURE,699%,6%,10,610,Yes,0%
27,male,Master,8193100%,600%,RENT,280000%,PERSONAL,1304%,3%,7,562,No,0%
31,female,High School,12282000%,1000%,RENT,750000%,VENTURE,1322%,6%,9,619,Yes,0%
34,female,Bachelor,26511900%,1400%,MORTGAGE,1127500%,DEBTCONSOLIDATION,1299%,4%,8,651,No,0%
30,female,Associate,3118700%,500%,MORTGAGE,700000%,DEBTCONSOLIDATION,1099%,22%,10,676,Yes,0%
30,male,Associate,11493500%,600%,MORTGAGE,400000%,PERSONAL,599%,3%,7,570,Yes,0%
34,female,Bachelor,9709800%,1300%,RENT,500000%,EDUCATION,617%,5%,8,671,No,0%
27,female,Master,4492600%,300%,RENT,900000%,EDUCATION,749%,20%,6,656,No,0%
33,male,High School,4394800%,1000%,MORTGAGE,500000%,VENTURE,849%,11%,9,662,Yes,0%
30,male,High School,7914900%,800%,MORTGAGE,2000000%,HOMEIMPROVEMENT,1677%,25%,5,564,Yes,0%
33,female,High School,5455500%,1300%,MORTGAGE,800000%,EDUCATION,1649%,15%,7,692,No,100%
27,male,Bachelor,15656900%,400%,MORTGAGE,1000000%,PERSONAL,654%,6%,7,729,Yes,0%
34,female,Master,6517400%,1200%,RENT,320000%,MEDICAL,676%,5%,10,650,Yes,0%
27,male,Bachelor,9453500%,300%,MORTGAGE,512500%,VENTURE,859%,5%,8,600,Yes,0%
33,male,Associate,9937000%,1100%,MORTGAGE,600000%,VENTURE,751%,6%,6,694,No,0%
28,male,Associate,5276400%,700%,RENT,300000%,EDUCATION,749%,6%,7,609,Yes,0%
28,male,Bachelor,3824900%,700%,RENT,360000%,MEDICAL,1411%,9%,8,639,No,100%
32,female,High School,10794600%,700%,RENT,1200000%,MEDICAL,894%,11%,6,614,No,0%
31,male,Master,10073400%,900%,MORTGAGE,1800000%,VENTURE,1974%,18%,8,644,No,100%
29,male,Associate,7483900%,500%,RENT,1500000%,PERSONAL,691%,20%,9,593,Yes,0%
32,female,High School,3730200%,800%,RENT,1145000%,EDUCATION,999%,31%,6,604,No,100%
31,male,Associate,3234100%,700%,MORTGAGE,650000%,PERSONAL,999%,20%,9,666,Yes,0%
30,female,Associate,6325700%,900%,MORTGAGE,1467500%,HOMEIMPROVEMENT,963%,23%,7,660,Yes,0%
36,male,Doctorate,144098200%,1500%,OWN,1000000%,MEDICAL,654%,1%,11,682,Yes,0%
40,female,Bachelor,144091500%,1900%,MORTGAGE,1000000%,MEDICAL,1101%,1%,16,637,Yes,0%
50,male,High School,108108200%,2800%,MORTGAGE,3000000%,DEBTCONSOLIDATION,1269%,3%,15,643,No,0%
36,female,High School,108125400%,1400%,MORTGAGE,600000%,PERSONAL,1101%,1%,12,600,Yes,0%
36,male,Bachelor,8404900%,1300%,RENT,3500000%,VENTURE,1101%,42%,15,700,No,100%
45,male,Master,9692400%,2500%,RENT,3500000%,MEDICAL,1101%,36%,13,566,No,100%
37,male,Bachelor,9716600%,1400%,RENT,3500000%,HOMEIMPROVEMENT,1199%,36%,17,637,No,100%
39,female,High School,85067900%,1800%,MORTGAGE,2500000%,DEBTCONSOLIDATION,1218%,3%,12,668,No,0%
44,male,High School,70312500%,2400%,MORTGAGE,2000000%,MEDICAL,1101%,3%,16,563,No,100%
36,female,Associate,84091200%,1400%,MORTGAGE,2500000%,MEDICAL,1253%,3%,13,629,Yes,0%
40,male,Bachelor,64982300%,1600%,MORTGAGE,3500000%,MEDICAL,1599%,5%,11,614,No,100%
37,female,Associate,10306400%,1100%,RENT,3500000%,HOMEIMPROVEMENT,890%,34%,17,656,No,100%
43,female,Master,60081200%,2200%,MORTGAGE,2500000%,VENTURE,1261%,4%,14,685,No,0%
39,male,Master,48546100%,1600%,MORTGAGE,3500000%,MEDICAL,1101%,7%,11,668,No,100%
41,male,Associate,57722800%,1700%,MORTGAGE,1600000%,DEBTCONSOLIDATION,790%,3%,17,660,No,0%
40,female,High School,16044700%,1300%,RENT,3500000%,EDUCATION,1454%,22%,17,630,No,100%
36,male,Master,49081100%,1500%,MORTGAGE,3500000%,HOMEIMPROVEMENT,790%,7%,13,654,Yes,0%
37,male,Bachelor,49062100%,1600%,RENT,600000%,EDUCATION,1261%,1%,13,699,Yes,0%
43,female,Master,48085400%,2000%,MORTGAGE,2800000%,VENTURE,991%,6%,11,619,No,0%
43,male,Bachelor,42126000%,1900%,MORTGAGE,1800000%,MEDICAL,1149%,4%,16,702,Yes,0%
46,male,Bachelor,40411100%,2500%,OWN,900000%,VENTURE,1149%,2%,13,679,No,0%
44,male,Associate,8205600%,2000%,RENT,3240000%,HOMEIMPROVEMENT,1101%,39%,13,638,No,100%
43,female,High School,8949100%,1900%,RENT,3060000%,DEBTCONSOLIDATION,1879%,34%,17,648,No,100%
38,female,High School,36812700%,1600%,MORTGAGE,1500000%,VENTURE,1062%,4%,17,693,No,0%
47,female,High School,36692700%,2400%,MORTGAGE,1000000%,HOMEIMPROVEMENT,1343%,3%,12,665,Yes,0%
46,female,High School,36705700%,2500%,MORTGAGE,2000000%,VENTURE,1793%,5%,13,564,Yes,0%
42,female,High School,36095900%,2300%,MORTGAGE,1000000%,PERSONAL,1727%,3%,14,710,Yes,0%
37,female,High School,6741200%,1300%,RENT,3000000%,DEBTCONSOLIDATION,991%,45%,15,637,No,100%
47,male,Bachelor,1559000%,2300%,OWN,195000%,MEDICAL,1269%,13%,12,645,No,100%
37,female,Bachelor,36102300%,1600%,MORTGAGE,2500000%,EDUCATION,1149%,7%,14,650,No,0%
36,female,Associate,10883400%,1200%,RENT,3000000%,PERSONAL,1599%,28%,11,610,No,100%
38,male,High School,1569300%,1600%,OWN,480000%,DEBTCONSOLIDATION,729%,31%,12,587,No,100%
36,female,Associate,33680700%,1200%,RENT,500000%,DEBTCONSOLIDATION,1426%,1%,16,652,Yes,0%
37,female,High School,26481000%,1100%,RENT,3000000%,EDUCATION,991%,11%,17,583,Yes,0%
41,female,Master,32259700%,1800%,MORTGAGE,2400000%,PERSONAL,1037%,7%,11,683,Yes,0%
43,male,High School,32139900%,2000%,MORTGAGE,2100000%,DEBTCONSOLIDATION,1269%,7%,13,645,Yes,0%
37,female,Associate,31307600%,1300%,MORTGAGE,2000000%,VENTURE,1496%,6%,12,673,Yes,0%
36,female,Associate,30087000%,1200%,MORTGAGE,3140000%,PERSONAL,1427%,10%,16,561,Yes,0%
40,male,Associate,6877200%,1600%,RENT,2800000%,HOMEIMPROVEMENT,1862%,41%,14,635,No,100%
44,male,High School,1520900%,2000%,OWN,200000%,HOMEIMPROVEMENT,988%,13%,11,553,No,100%
41,female,Doctorate,30115300%,2100%,MORTGAGE,500000%,EDUCATION,999%,2%,12,721,No,0%
36,female,Associate,30117800%,1500%,RENT,2000000%,DEBTCONSOLIDATION,788%,7%,17,690,No,0%
41,female,High School,30116100%,2300%,MORTGAGE,420000%,DEBTCONSOLIDATION,1311%,1%,14,690,No,0%
36,male,High School,30092600%,1300%,MORTGAGE,400000%,VENTURE,714%,1%,12,679,No,0%
48,male,Associate,27474400%,1900%,MORTGAGE,2500000%,HOMEIMPROVEMENT,1531%,9%,13,673,No,100%
45,male,Bachelor,10318500%,2300%,RENT,2600000%,PERSONAL,1427%,25%,15,590,No,100%
40,female,High School,28053500%,1800%,MORTGAGE,1500000%,MEDICAL,1183%,5%,15,667,Yes,0%
43,male,High School,27685900%,2100%,MORTGAGE,2500000%,HOMEIMPROVEMENT,1558%,9%,15,640,Yes,0%
42,male,Bachelor,5766400%,2300%,RENT,2500000%,MEDICAL,1218%,43%,15,610,No,100%
45,male,High School,27144800%,2200%,RENT,2220000%,PERSONAL,1269%,8%,12,512,Yes,0%
41,female,High School,27060100%,1600%,MORTGAGE,3500000%,HOMEIMPROVEMENT,1562%,13%,14,548,Yes,0%
45,female,Master,27120000%,2500%,MORTGAGE,1000000%,PERSONAL,1101%,4%,11,632,Yes,0%
40,male,High School,21319600%,1900%,RENT,2500000%,MEDICAL,1099%,12%,17,674,No,100%
44,male,High School,25285600%,2300%,MORTGAGE,2500000%,VENTURE,1037%,10%,14,685,Yes,0%
40,male,Master,25300400%,1500%,MORTGAGE,2000000%,EDUCATION,617%,8%,17,655,Yes,0%
42,female,Bachelor,25324300%,2100%,MORTGAGE,1600000%,VENTURE,1347%,6%,11,642,Yes,0%
45,male,Associate,25292900%,2200%,MORTGAGE,1200000%,DEBTCONSOLIDATION,963%,5%,12,542,Yes,0%
41,male,High School,5976000%,2000%,RENT,2500000%,HOMEIMPROVEMENT,1704%,42%,13,606,No,100%
38,female,Associate,24342800%,1400%,MORTGAGE,1500000%,VENTURE,1204%,6%,13,561,Yes,0%
40,male,Associate,24268700%,1800%,RENT,1245000%,EDUCATION,1223%,5%,15,692,No,0%
45,female,Master,7272800%,2200%,RENT,2500000%,DEBTCONSOLIDATION,999%,34%,16,696,No,100%
37,female,Bachelor,24080900%,1300%,MORTGAGE,500000%,PERSONAL,1101%,2%,12,691,No,0%
38,female,High School,24089600%,1500%,MORTGAGE,2500000%,PERSONAL,790%,10%,13,640,Yes,0%
50,female,Associate,24087600%,3100%,RENT,700000%,PERSONAL,1099%,3%,15,676,No,0%
37,male,Associate,24094800%,1500%,MORTGAGE,600000%,DEBTCONSOLIDATION,542%,2%,14,627,No,0%
39,female,Associate,24115300%,1900%,MORTGAGE,480000%,PERSONAL,749%,2%,13,689,No,0%
36,female,Associate,24115000%,1500%,MORTGAGE,1400000%,MEDICAL,749%,6%,15,618,Yes,0%
37,male,High School,24100200%,1500%,MORTGAGE,2500000%,EDUCATION,1557%,10%,14,579,No,0%
36,female,Bachelor,24080000%,1600%,OWN,2500000%,HOMEIMPROVEMENT,1520%,10%,13,707,Yes,0%
41,male,High School,24150300%,2000%,MORTGAGE,100000%,VENTURE,1038%,0%,13,611,No,0%
37,male,High School,24109900%,1400%,MORTGAGE,2500000%,HOMEIMPROVEMENT,1075%,10%,11,659,No,0%
39,female,High School,24101900%,1800%,MORTGAGE,1800000%,EDUCATION,1099%,7%,13,590,Yes,0%
41,male,High School,8080100%,1800%,RENT,2500000%,EDUCATION,1756%,31%,15,725,No,100%
38,female,High School,24082600%,1700%,MORTGAGE,2000000%,PERSONAL,1148%,8%,15,653,No,0%
47,male,Associate,6788700%,2600%,RENT,2500000%,MEDICAL,1101%,37%,13,658,No,100%
44,male,High School,8747200%,2000%,RENT,2500000%,HOMEIMPROVEMENT,1941%,29%,17,605,No,100%
38,female,High School,23149800%,1600%,MORTGAGE,560000%,HOMEIMPROVEMENT,790%,2%,14,661,Yes,0%
37,male,High School,23192200%,1400%,MORTGAGE,2560000%,DEBTCONSOLIDATION,599%,11%,17,620,Yes,0%
46,female,Associate,23115900%,2100%,MORTGAGE,2500000%,VENTURE,1479%,11%,14,665,Yes,0%
36,female,Doctorate,23113500%,1300%,OTHER,2000000%,VENTURE,1148%,9%,17,688,No,0%
36,male,Associate,8406100%,1100%,RENT,2500000%,HOMEIMPROVEMENT,1459%,30%,12,590,No,100%
44,female,Associate,22954200%,2600%,MORTGAGE,800000%,PERSONAL,1316%,3%,15,648,No,0%
36,male,High School,1819200%,1400%,OWN,700000%,DEBTCONSOLIDATION,542%,38%,16,694,No,100%
36,female,Bachelor,21006200%,1100%,RENT,2000000%,VENTURE,1704%,10%,16,685,No,100%
37,male,High School,22383900%,1800%,OWN,300000%,VENTURE,639%,1%,17,675,Yes,0%
46,female,High School,22352100%,2400%,MORTGAGE,2000000%,VENTURE,1136%,9%,15,708,Yes,0%
43,female,Associate,21677400%,1900%,MORTGAGE,600000%,HOMEIMPROVEMENT,1427%,3%,17,663,Yes,0%
42,male,Doctorate,1809700%,1900%,OWN,350000%,MEDICAL,1101%,19%,11,569,No,100%
36,male,Bachelor,10207600%,1300%,RENT,2500000%,EDUCATION,1287%,24%,11,617,Yes,0%
36,male,Bachelor,10318800%,1400%,RENT,2500000%,EDUCATION,1186%,24%,11,729,No,0%
36,female,High School,21682900%,1200%,RENT,2400000%,EDUCATION,999%,11%,15,565,Yes,0%
45,female,Associate,21702500%,2400%,MORTGAGE,1000000%,MEDICAL,599%,5%,11,708,No,0%
49,male,Associate,17231800%,2400%,MORTGAGE,2400000%,MEDICAL,1101%,14%,14,591,No,100%
39,female,Associate,9473400%,1600%,RENT,2500000%,HOMEIMPROVEMENT,1602%,26%,17,660,No,100%
45,male,High School,10073700%,2200%,RENT,2500000%,EDUCATION,1287%,25%,14,689,No,100%
36,male,Associate,21113800%,1300%,MORTGAGE,1180000%,MEDICAL,751%,6%,11,596,Yes,0%
38,male,Associate,21081100%,1400%,MORTGAGE,2100000%,EDUCATION,999%,10%,14,590,No,0%
37,male,High School,11769200%,1900%,RENT,2500000%,HOMEIMPROVEMENT,1941%,21%,11,698,Yes,0%
37,male,High School,10654800%,1600%,RENT,2500000%,PERSONAL,1966%,23%,12,626,No,100%
36,male,Bachelor,1885900%,1500%,OWN,500000%,PERSONAL,1392%,27%,15,673,No,100%
37,male,Associate,1918300%,1600%,OWN,500000%,VENTURE,774%,26%,13,686,No,100%
47,female,High School,10886400%,2600%,RENT,2500000%,VENTURE,1565%,23%,17,630,No,100%
37,male,Master,21104300%,1200%,RENT,1500000%,HOMEIMPROVEMENT,976%,7%,17,708,No,0%
37,male,Associate,21114600%,1500%,MORTGAGE,650000%,MEDICAL,1335%,3%,17,699,Yes,0%
37,female,Master,11386300%,1600%,RENT,2500000%,HOMEIMPROVEMENT,1311%,22%,16,741,No,100%
44,female,High School,20731100%,2400%,MORTGAGE,2500000%,VENTURE,962%,12%,11,600,Yes,0%
41,female,High School,20645200%,1400%,MORTGAGE,2500000%,HOMEIMPROVEMENT,1112%,12%,14,646,No,0%
37,male,Associate,20504300%,1400%,MORTGAGE,2500000%,HOMEIMPROVEMENT,1645%,12%,13,652,Yes,0%
37,male,Master,13310900%,1600%,RENT,2500000%,EDUCATION,1099%,19%,12,681,Yes,0%
40,male,High School,11858700%,1600%,RENT,2500000%,DEBTCONSOLIDATION,1904%,21%,16,584,No,100%
46,female,Master,20484200%,2100%,MORTGAGE,720000%,HOMEIMPROVEMENT,991%,4%,12,691,Yes,0%
39,male,Associate,20505400%,1400%,MORTGAGE,3200000%,MEDICAL,749%,16%,13,647,Yes,0%
39,female,High School,20521300%,1300%,RENT,1700000%,DEBTCONSOLIDATION,1299%,8%,14,640,No,0%
37,male,Associate,13770600%,1600%,RENT,2500000%,VENTURE,1101%,18%,13,607,No,0%
36,male,Bachelor,12458100%,1300%,RENT,2500000%,VENTURE,1253%,20%,15,529,No,100%
38,female,High School,15037100%,1800%,RENT,2500000%,EDUCATION,1306%,17%,13,720,No,0%
39,female,High School,12123800%,1700%,RENT,2500000%,MEDICAL,1570%,21%,16,572,No,100%
40,male,Associate,1973200%,1700%,OWN,400000%,EDUCATION,1570%,20%,13,671,No,100%
36,male,Associate,15325400%,1000%,RENT,2500000%,DEBTCONSOLIDATION,1459%,16%,11,617,No,100%
36,male,Bachelor,17492600%,1400%,RENT,2500000%,MEDICAL,1101%,14%,15,572,Yes,0%
47,male,Associate,19878500%,2600%,MORTGAGE,1980000%,HOMEIMPROVEMENT,1565%,10%,16,665,No,0%
40,female,Associate,19079400%,1900%,RENT,2500000%,HOMEIMPROVEMENT,1682%,13%,16,567,No,100%
38,female,Bachelor,2064200%,1800%,OWN,200000%,VENTURE,1323%,10%,11,603,No,0%
36,male,Associate,51689200%,1800%,RENT,2500000%,VENTURE,1380%,5%,16,663,No,0%
48,female,High School,2094500%,2600%,OWN,330000%,HOMEIMPROVEMENT,1099%,16%,14,668,No,100%
37,male,Associate,19287700%,1500%,MORTGAGE,2400000%,PERSONAL,654%,12%,15,694,Yes,0%
38,female,Associate,10536000%,1100%,RENT,2425000%,HOMEIMPROVEMENT,1101%,23%,12,678,Yes,0%
37,male,High School,9274900%,1100%,RENT,2425000%,DEBTCONSOLIDATION,1565%,26%,13,567,No,100%
42,female,High School,8329500%,1800%,RENT,2425000%,MEDICAL,1558%,29%,14,601,No,100%
36,male,Associate,17864100%,1400%,MORTGAGE,1000000%,DEBTCONSOLIDATION,1411%,6%,13,613,No,100%
39,male,Bachelor,9454800%,1900%,RENT,2425000%,MEDICAL,1600%,26%,13,601,No,100%
